ItemID,Condition,Word,WordID,SurprisalGPT2,TargetRegion
7,b_exp,.,17,1.840217113494873,took a nap
7,b_exp, Therefore,18,9.938470840454102,took a nap
7,b_exp,",",19,0.2994493544101715,took a nap
7,b_exp, he,20,1.006807565689087,took a nap
7,b_exp, took,21,3.979403257369995,took a nap
7,b_exp, a,22,1.4317229986190796,took a nap
7,b_exp, nap,23,3.036496639251709,took a nap
7,b_exp, at,24,3.1347618103027344,took a nap
7,b_exp, the,25,1.4706753492355347,took a nap
7,b_exp, hotel,26,1.9480962753295898,took a nap
7,b_exp,.,27,1.1674582958221436,took a nap
7,b_imp,Gabe,1,18.651656958958934,took a nap
7,b_imp, was,2,4.124835968017578,took a nap
7,b_imp, in,3,4.312951564788818,took a nap
7,b_imp, Miami,4,6.044051170349121,took a nap
7,b_imp, for,5,1.8053617477416992,took a nap
7,b_imp, a,6,1.4068220853805542,took a nap
7,b_imp, business,7,5.144682884216309,took a nap
7,b_imp, trip,8,1.5490944385528564,took a nap
7,b_imp,.,9,1.6677004098892212,took a nap
7,b_imp, He,10,1.5598450899124146,took a nap
7,b_imp, had,11,2.4820985794067383,took a nap
7,b_imp, an,12,4.02070951461792,took a nap
7,b_imp, event,13,4.627318382263184,took a nap
7,b_imp, in,14,2.5730974674224854,took a nap
7,b_imp, the,15,2.3878893852233887,took a nap
7,b_imp, evening,16,5.074579238891602,took a nap
7,b_imp,.,17,1.840217113494873,took a nap
7,b_imp, He,18,1.6423735618591309,took a nap
7,b_imp, took,19,4.540594100952148,took a nap
7,b_imp, a,20,1.2532366514205933,took a nap
7,b_imp, nap,21,3.4902801513671875,took a nap
7,b_imp, at,22,3.1435296535491943,took a nap
7,b_imp, the,23,1.2659046649932861,took a nap
7,b_imp, hotel,24,2.2099556922912598,took a nap
7,b_imp,.,25,1.312986135482788,took a nap
9,a_exp,Tony's,1,15.543368310398845,declined to join them
9,a_exp, colleagues,2,9.8416748046875,declined to join them
9,a_exp, asked,3,5.177342414855957,declined to join them
9,a_exp, him,4,1.476790428161621,declined to join them
9,a_exp, to,5,1.0717837810516357,declined to join them
9,a_exp, join,6,4.83809232711792,declined to join them
9,a_exp, them,7,0.7189818024635315,declined to join them
9,a_exp, on,8,2.3129286766052246,declined to join them
9,a_exp, a,9,1.2526930570602417,declined to join them
9,a_exp, whiskey,10,11.338937759399414,declined to join them
9,a_exp, tasting,11,1.4792894124984741,declined to join them
9,a_exp,.,12,2.030757427215576,declined to join them
9,a_exp, Tony,13,8.16075325012207,declined to join them
9,a_exp, had,14,3.3212921619415283,declined to join them
9,a_exp, stopped,15,6.461014747619629,declined to join them
9,a_exp, drinking,16,2.253518581390381,declined to join them
9,a_exp, alcohol,17,4.567038536071777,declined to join them
9,a_exp,.,18,3.628988742828369,declined to join them
9,a_exp, Therefore,19,8.203598976135254,declined to join them
9,a_exp,",",20,0.24729135632514954,declined to join them
